provincia,localidad,empresa,empresabandera,producto,fecha_vigencia,precio,fecha_descarga,precio_usd,dolar_bn
BUENOS AIRES,PEHUAJO,SEFAC PEHUAJO S.A.,AXION,Nafta (premium) de más de 95 Ron,2025-06-01 12:00:00,1595.0,2026-03-03,1.1115,1435.0
BUENOS AIRES,PEHUAJO,SEFAC PEHUAJO S.A.,AXION,Nafta (súper) entre 92 y 95 Ron,2025-06-01 12:00:00,1315.0,2026-03-03,0.9164,1435.0
BUENOS AIRES,PEHUAJO,SEFAC PEHUAJO S.A.,BLANCA,GNC,2025-02-07 08:00:00,760.0,2026-03-03,0.5296,1435.0
BUENOS AIRES,PEHUAJO,SEFAC PEHUAJO S.A.,BLANCA,Gas Oil Grado 2,2025-06-01 12:00:00,1424.0,2026-03-03,0.9923,1435.0
BUENOS AIRES,PEHUAJO,SEFAC PEHUAJO S.A.,BLANCA,Gas Oil Grado 3,2025-06-01 12:00:00,1584.0,2026-03-03,1.1038,1435.0
BUENOS AIRES,PEHUAJO,SEFAC PEHUAJO S.A.,BLANCA,Nafta (premium) de más de 95 Ron,2025-06-01 12:00:00,1617.0,2026-03-03,1.1268,1435.0
BUENOS AIRES,PEHUAJO,SEFAC PEHUAJO S.A.,BLANCA,Nafta (súper) entre 92 y 95 Ron,2025-06-01 12:00:00,1351.0,2026-03-03,0.9415,1435.0
BUENOS AIRES,PEHUAJO,SORBONA COMBUSTIBLES S.A.,SHELL C.A.P.S.A.,Gas Oil Grado 2,2025-06-01 14:00:00,1392.0,2026-03-03,0.97,1435.0
BUENOS AIRES,PEHUAJO,SORBONA COMBUSTIBLES S.A.,SHELL C.A.P.S.A.,Gas Oil Grado 3,2025-06-01 14:00:00,1580.0,2026-03-03,1.101,1435.0
BUENOS AIRES,PEHUAJO,SORBONA COMBUSTIBLES S.A.,SHELL C.A.P.S.A.,Nafta (premium) de más de 95 Ron,2025-06-01 14:00:00,1614.0,2026-03-03,1.1247,1435.0
BUENOS AIRES,PEHUAJO,SORBONA COMBUSTIBLES S.A.,SHELL C.A.P.S.A.,Nafta (súper) entre 92 y 95 Ron,2025-06-01 14:00:00,1394.0,2026-03-03,0.9714,1435.0
BUENOS AIRES,PEHUAJO,SUCES. DE A. MAROÑO Y MARIO MAROÑO S.H,YPF,Gas Oil Grado 2,2025-06-01 00:00:00,1318.0,2026-03-03,0.9185,1435.0
BUENOS AIRES,PEHUAJO,SUCES. DE A. MAROÑO Y MARIO MAROÑO S.H,YPF,Gas Oil Grado 3,2025-06-01 00:00:00,1455.0,2026-03-03,1.0139,1435.0
BUENOS AIRES,PEHUAJO,SUCES. DE A. MAROÑO Y MARIO MAROÑO S.H,YPF,Nafta (premium) de más de 95 Ron,2025-06-01 00:00:00,1508.0,2026-03-03,1.0509,1435.0
BUENOS AIRES,PEHUAJO,SUCES. DE A. MAROÑO Y MARIO MAROÑO S.H,YPF,Nafta (súper) entre 92 y 95 Ron,2025-06-01 00:00:00,1321.0,2026-03-03,0.9206,1435.0
BUENOS AIRES,PEHUEN-CO,PETROPEHUEN SA,BLANCA,Gas Oil Grado 2,2025-07-21 08:21:00,1469.0,2026-03-03,1.0237,1435.0
BUENOS AIRES,PEHUEN-CO,PETROPEHUEN SA,BLANCA,Gas Oil Grado 3,2025-07-21 08:23:00,1637.0,2026-03-03,1.1408,1435.0
BUENOS AIRES,PEHUEN-CO,PETROPEHUEN SA,BLANCA,Nafta (premium) de más de 95 Ron,2025-07-21 08:24:00,1695.0,2026-03-03,1.1812,1435.0
BUENOS AIRES,PEHUEN-CO,PETROPEHUEN SA,BLANCA,Nafta (súper) entre 92 y 95 Ron,2025-07-21 08:24:00,1434.0,2026-03-03,0.9993,1435.0
BUENOS AIRES,PELLEGRINI,MARIA CRISTINA GALAN,BLANCA,Gas Oil Grado 2,2025-05-28 13:00:00,1305.0,2026-03-03,0.9094,1435.0
BUENOS AIRES,PELLEGRINI,MARIA CRISTINA GALAN,BLANCA,Nafta (súper) entre 92 y 95 Ron,2025-05-28 13:00:00,1295.0,2026-03-03,0.9024,1435.0
BUENOS AIRES,PELLEGRINI,MARIA CRISTINA GALAN,YPF,Gas Oil Grado 2,2025-06-01 00:00:00,1283.0,2026-03-03,0.8941,1435.0
BUENOS AIRES,PELLEGRINI,MARIA CRISTINA GALAN,YPF,Gas Oil Grado 3,2025-06-01 00:00:00,1420.0,2026-03-03,0.9895,1435.0
BUENOS AIRES,PELLEGRINI,MARIA CRISTINA GALAN,YPF,Nafta (premium) de más de 95 Ron,2025-06-01 00:00:00,1480.0,2026-03-03,1.0314,1435.0
BUENOS AIRES,PELLEGRINI,MARIA CRISTINA GALAN,YPF,Nafta (súper) entre 92 y 95 Ron,2025-06-01 00:00:00,1288.0,2026-03-03,0.8976,1435.0
BUENOS AIRES,PEREZ MILLAN,LUCIANI HNOS,YPF,Gas Oil Grado 2,2025-06-01 00:00:00,1283.0,2026-03-03,0.8941,1435.0
BUENOS AIRES,PEREZ MILLAN,LUCIANI HNOS,YPF,Gas Oil Grado 3,2025-06-01 00:00:00,1420.0,2026-03-03,0.9895,1435.0
BUENOS AIRES,PEREZ MILLAN,LUCIANI HNOS,YPF,Nafta (premium) de más de 95 Ron,2025-06-01 00:00:00,1480.0,2026-03-03,1.0314,1435.0
BUENOS AIRES,PEREZ MILLAN,LUCIANI HNOS,YPF,Nafta (súper) entre 92 y 95 Ron,2025-06-01 00:00:00,1288.0,2026-03-03,0.8976,1435.0
BUENOS AIRES,PERGAMINO,A TOPE MOTO SA,PUMA,Gas Oil Grado 2,2025-11-18 09:00:00,1757.0,2026-03-03,1.2244,1435.0
BUENOS AIRES,PERGAMINO,A TOPE MOTO SA,PUMA,Gas Oil Grado 3,2025-11-26 10:00:00,1931.0,2026-03-03,1.3456,1435.0
BUENOS AIRES,PERGAMINO,A TOPE MOTO SA,PUMA,Nafta (premium) de más de 95 Ron,2025-11-26 10:00:00,1961.0,2026-03-03,1.3666,1435.0
BUENOS AIRES,PERGAMINO,A TOPE MOTO SA,PUMA,Nafta (súper) entre 92 y 95 Ron,2025-11-26 10:00:00,1698.0,2026-03-03,1.1833,1435.0
BUENOS AIRES,PERGAMINO,ARENAS DEL PARANA S.A.,AXION,Gas Oil Grado 2,2026-03-02 14:08:00,1871.0,2026-03-03,1.3038,1435.0
BUENOS AIRES,PERGAMINO,ARENAS DEL PARANA S.A.,AXION,Gas Oil Grado 3,2026-03-02 14:09:00,2023.0,2026-03-03,1.4098,1435.0
BUENOS AIRES,PERGAMINO,ARENAS DEL PARANA S.A.,AXION,Nafta (premium) de más de 95 Ron,2026-03-02 14:08:00,1940.0,2026-03-03,1.3519,1435.0
BUENOS AIRES,PERGAMINO,ARENAS DEL PARANA S.A.,AXION,Nafta (súper) entre 92 y 95 Ron,2026-03-02 14:08:00,1741.0,2026-03-03,1.2132,1435.0
BUENOS AIRES,PERGAMINO,CRIPER S.A.,YPF,Gas Oil Grado 2,2025-06-01 00:00:00,1283.0,2026-03-03,0.8941,1435.0
BUENOS AIRES,PERGAMINO,CRIPER S.A.,YPF,Gas Oil Grado 3,2025-06-01 00:00:00,1420.0,2026-03-03,0.9895,1435.0
BUENOS AIRES,PERGAMINO,CRIPER S.A.,YPF,Nafta (premium) de más de 95 Ron,2025-06-01 00:00:00,1480.0,2026-03-03,1.0314,1435.0
BUENOS AIRES,PERGAMINO,CRIPER S.A.,YPF,Nafta (súper) entre 92 y 95 Ron,2025-06-01 00:00:00,1288.0,2026-03-03,0.8976,1435.0
BUENOS AIRES,PERGAMINO,HERBUS S.A.,BLANCA,GNC,2017-12-01 15:00:00,13.95,2026-03-03,0.0097,1435.0
BUENOS AIRES,PERGAMINO,HERSOL COMBUSTIBLES S.A.,SHELL C.A.P.S.A.,Gas Oil Grado 2,2026-03-03 07:44:00,1927.0,2026-03-03,1.3429,1435.0
BUENOS AIRES,PERGAMINO,HERSOL COMBUSTIBLES S.A.,SHELL C.A.P.S.A.,Gas Oil Grado 3,2026-03-01 09:38:00,2152.0,2026-03-03,1.4997,1435.0
BUENOS AIRES,PERGAMINO,HERSOL COMBUSTIBLES S.A.,SHELL C.A.P.S.A.,Nafta (premium) de más de 95 Ron,2026-02-01 08:07:00,2063.0,2026-03-03,1.4376,1435.0
BUENOS AIRES,PERGAMINO,HERSOL COMBUSTIBLES S.A.,SHELL C.A.P.S.A.,Nafta (súper) entre 92 y 95 Ron,2026-02-01 08:04:00,1819.0,2026-03-03,1.2676,1435.0
BUENOS AIRES,PERGAMINO,INTERGAS S.A.,BLANCA,GNC,2018-10-02 21:55:00,19.44,2026-03-03,0.0135,1435.0
BUENOS AIRES,PERGAMINO,KEH - GAS S.A.,SHELL C.A.P.S.A.,Gas Oil Grado 2,2024-09-01 00:00:00,1218.0,2026-03-03,0.8488,1435.0
BUENOS AIRES,PERGAMINO,KEH - GAS S.A.,SHELL C.A.P.S.A.,Gas Oil Grado 3,2024-09-01 00:00:00,1414.0,2026-03-03,0.9854,1435.0
BUENOS AIRES,PERGAMINO,KEH - GAS S.A.,SHELL C.A.P.S.A.,Nafta (premium) de más de 95 Ron,2024-09-01 00:00:00,1431.0,2026-03-03,0.9972,1435.0
BUENOS AIRES,PERGAMINO,KEH - GAS S.A.,SHELL C.A.P.S.A.,Nafta (súper) entre 92 y 95 Ron,2024-09-01 00:00:00,1194.0,2026-03-03,0.8321,1435.0
BUENOS AIRES,PERGAMINO,KEH COM S. A,YPF,GNC,2017-04-04 14:00:00,12.41,2026-03-03,0.0086,1435.0
BUENOS AIRES,PERGAMINO,KEH COM S. A,YPF,Gas Oil Grado 2,2025-06-01 00:00:00,1283.0,2026-03-03,0.8941,1435.0
BUENOS AIRES,PERGAMINO,KEH COM S. A,YPF,Gas Oil Grado 3,2025-06-01 00:00:00,1420.0,2026-03-03,0.9895,1435.0
BUENOS AIRES,PERGAMINO,KEH COM S. A,YPF,Nafta (premium) de más de 95 Ron,2025-06-01 00:00:00,1480.0,2026-03-03,1.0314,1435.0
BUENOS AIRES,PERGAMINO,KEH COM S. A,YPF,Nafta (súper) entre 92 y 95 Ron,2025-06-01 00:00:00,1288.0,2026-03-03,0.8976,1435.0
BUENOS AIRES,PERGAMINO,KEH COM S.A.,YPF,Gas Oil Grado 2,2025-06-01 00:00:00,1283.0,2026-03-03,0.8941,1435.0
BUENOS AIRES,PERGAMINO,KEH COM S.A.,YPF,Gas Oil Grado 3,2025-06-01 00:00:00,1420.0,2026-03-03,0.9895,1435.0
BUENOS AIRES,PERGAMINO,KEH COM S.A.,YPF,Nafta (premium) de más de 95 Ron,2025-06-01 00:00:00,1480.0,2026-03-03,1.0314,1435.0
BUENOS AIRES,PERGAMINO,KEH COM S.A.,YPF,Nafta (súper) entre 92 y 95 Ron,2025-06-01 00:00:00,1288.0,2026-03-03,0.8976,1435.0
BUENOS AIRES,PERGAMINO,PETACCIO Y GERCOVICH,YPF,Gas Oil Grado 2,2025-06-01 00:00:00,1283.0,2026-03-03,0.8941,1435.0
BUENOS AIRES,PERGAMINO,PETACCIO Y GERCOVICH,YPF,Gas Oil Grado 3,2025-06-01 00:00:00,1420.0,2026-03-03,0.9895,1435.0
BUENOS AIRES,PERGAMINO,PETACCIO Y GERCOVICH,YPF,Nafta (premium) de más de 95 Ron,2025-06-01 00:00:00,1480.0,2026-03-03,1.0314,1435.0
BUENOS AIRES,PERGAMINO,PETACCIO Y GERCOVICH,YPF,Nafta (súper) entre 92 y 95 Ron,2025-06-01 00:00:00,1288.0,2026-03-03,0.8976,1435.0
BUENOS AIRES,PERGAMINO,POCHAT CRISTIAN SIMON,SHELL C.A.P.S.A.,Gas Oil Grado 2,2025-10-04 06:00:00,1599.0,2026-03-03,1.1143,1435.0
BUENOS AIRES,PERGAMINO,POCHAT CRISTIAN SIMON,SHELL C.A.P.S.A.,Gas Oil Grado 3,2025-10-04 06:00:00,1824.0,2026-03-03,1.2711,1435.0
BUENOS AIRES,PERGAMINO,POCHAT CRISTIAN SIMON,SHELL C.A.P.S.A.,Nafta (premium) de más de 95 Ron,2025-10-04 06:00:00,1897.0,2026-03-03,1.322,1435.0
BUENOS AIRES,PERGAMINO,POCHAT CRISTIAN SIMON,SHELL C.A.P.S.A.,Nafta (súper) entre 92 y 95 Ron,2025-10-04 06:00:00,1649.0,2026-03-03,1.1491,1435.0
BUENOS AIRES,PERGAMINO,ROBERTO LUIS PETACCIO S.A.,BLANCA,GNC,2022-11-10 11:04:00,92.97,2026-03-03,0.0648,1435.0
BUENOS AIRES,PERGAMINO,ROJAS GNC  S.R.L.,PUMA,GNC,2025-04-08 15:39:00,773.1,2026-03-03,0.5387,1435.0
BUENOS AIRES,PERGAMINO,ROJAS GNC  S.R.L.,PUMA,Gas Oil Grado 2,2025-06-23 15:13:00,1414.0,2026-03-03,0.9854,1435.0
BUENOS AIRES,PERGAMINO,ROJAS GNC  S.R.L.,PUMA,Gas Oil Grado 3,2025-06-23 15:15:00,1580.0,2026-03-03,1.101,1435.0
BUENOS AIRES,PERGAMINO,ROJAS GNC  S.R.L.,PUMA,Nafta (premium) de más de 95 Ron,2025-06-23 15:14:00,1600.0,2026-03-03,1.115,1435.0
BUENOS AIRES,PERGAMINO,ROJAS GNC  S.R.L.,PUMA,Nafta (súper) entre 92 y 95 Ron,2025-06-23 15:16:00,1393.0,2026-03-03,0.9707,1435.0
BUENOS AIRES,PERGAMINO,SERVICENTRO AVENIDA,AXION,Gas Oil Grado 2,2022-08-23 00:00:00,171.9,2026-03-03,0.1198,1435.0
BUENOS AIRES,PERGAMINO,SERVICENTRO AVENIDA,AXION,Gas Oil Grado 3,2022-08-23 00:00:00,217.6,2026-03-03,0.1516,1435.0
BUENOS AIRES,PERGAMINO,SERVICENTRO AVENIDA,AXION,Nafta (premium) de más de 95 Ron,2022-08-23 00:00:00,191.3,2026-03-03,0.1333,1435.0
BUENOS AIRES,PERGAMINO,SERVICENTRO AVENIDA,AXION,Nafta (súper) entre 92 y 95 Ron,2022-08-23 00:00:00,155.8,2026-03-03,0.1086,1435.0
BUENOS AIRES,PERGAMINO,SERVICENTRO EL DORADO,AXION,Gas Oil Grado 2,2026-02-27 06:00:00,1949.0,2026-03-03,1.3582,1435.0
BUENOS AIRES,PERGAMINO,SERVICENTRO EL DORADO,AXION,Gas Oil Grado 3,2026-02-27 06:00:00,2156.0,2026-03-03,1.5024,1435.0
BUENOS AIRES,PERGAMINO,SERVICENTRO EL DORADO,AXION,Nafta (premium) de más de 95 Ron,2026-02-27 06:00:00,2056.0,2026-03-03,1.4328,1435.0
BUENOS AIRES,PERGAMINO,SERVICENTRO EL DORADO,AXION,Nafta (súper) entre 92 y 95 Ron,2026-02-27 06:00:00,1796.0,2026-03-03,1.2516,1435.0
BUENOS AIRES,PERGAMINO,URQUIZA COMBUSTIBLES S.A.,BLANCA,Gas Oil Grado 2,2024-04-16 10:38:00,1077.0,2026-03-03,0.7505,1435.0
BUENOS AIRES,PERGAMINO,URQUIZA COMBUSTIBLES S.A.,BLANCA,Gas Oil Grado 3,2024-04-16 10:38:00,1215.0,2026-03-03,0.8467,1435.0
BUENOS AIRES,PERGAMINO,URQUIZA COMBUSTIBLES S.A.,BLANCA,Nafta (premium) de más de 95 Ron,2024-04-16 10:38:00,1193.0,2026-03-03,0.8314,1435.0
BUENOS AIRES,PERGAMINO,URQUIZA COMBUSTIBLES S.A.,BLANCA,Nafta (súper) entre 92 y 95 Ron,2024-04-16 10:38:00,994.0,2026-03-03,0.6927,1435.0
BUENOS AIRES,PIEDRITAS,BARBERA GUILLERMO LUIS,PUMA,Gas Oil Grado 2,2025-05-31 09:09:00,1282.0,2026-03-03,0.8934,1435.0
BUENOS AIRES,PIEDRITAS,BARBERA GUILLERMO LUIS,PUMA,Gas Oil Grado 3,2025-05-31 09:10:00,1418.0,2026-03-03,0.9882,1435.0
BUENOS AIRES,PIEDRITAS,BARBERA GUILLERMO LUIS,PUMA,Nafta (premium) de más de 95 Ron,2025-05-31 09:10:00,1463.0,2026-03-03,1.0195,1435.0
BUENOS AIRES,PIEDRITAS,BARBERA GUILLERMO LUIS,PUMA,Nafta (súper) entre 92 y 95 Ron,2025-05-31 09:10:00,1274.0,2026-03-03,0.8878,1435.0
BUENOS AIRES,PIEDRITAS,DOS MARIAS,PUMA,Gas Oil Grado 2,2020-01-15 10:58:00,53.95,2026-03-03,0.0376,1435.0
BUENOS AIRES,PIEDRITAS,DOS MARIAS,PUMA,Gas Oil Grado 3,2020-01-15 10:57:00,64.8,2026-03-03,0.0452,1435.0
BUENOS AIRES,PIEDRITAS,DOS MARIAS,PUMA,Nafta (premium) de más de 95 Ron,2020-01-15 10:59:00,66.35,2026-03-03,0.0462,1435.0
BUENOS AIRES,PIEDRITAS,DOS MARIAS,PUMA,Nafta (súper) entre 92 y 95 Ron,2020-01-15 10:59:00,58.95,2026-03-03,0.0411,1435.0
BUENOS AIRES,PIEDRITAS,YAPAI S.R.L.,AXION,Gas Oil Grado 2,2025-11-24 10:00:00,1802.0,2026-03-03,1.2557,1435.0
BUENOS AIRES,PIEDRITAS,YAPAI S.R.L.,AXION,Gas Oil Grado 3,2025-11-24 10:01:00,1949.0,2026-03-03,1.3582,1435.0
BUENOS AIRES,PIEDRITAS,YAPAI S.R.L.,AXION,Nafta (premium) de más de 95 Ron,2025-11-06 11:38:00,1939.0,2026-03-03,1.3512,1435.0
BUENOS AIRES,PIEDRITAS,YAPAI S.R.L.,AXION,Nafta (súper) entre 92 y 95 Ron,2025-11-24 10:02:00,1709.0,2026-03-03,1.1909,1435.0
BUENOS AIRES,PIGUE,AGROSUR S.H.,PUMA,Gas Oil Grado 2,2025-06-02 10:16:00,1296.0,2026-03-03,0.9031,1435.0
BUENOS AIRES,PIGUE,AGROSUR S.H.,PUMA,Gas Oil Grado 3,2025-06-02 10:15:00,1434.0,2026-03-03,0.9993,1435.0
BUENOS AIRES,PIGUE,AGROSUR S.H.,PUMA,Nafta (premium) de más de 95 Ron,2025-06-02 10:14:00,1480.0,2026-03-03,1.0314,1435.0
BUENOS AIRES,PIGUE,AGROSUR S.H.,PUMA,Nafta (súper) entre 92 y 95 Ron,2025-06-02 10:14:00,1288.0,2026-03-03,0.8976,1435.0
BUENOS AIRES,PIGUE,"SBARBATI, FELICE Y MAGNO S.A.",AXION,Gas Oil Grado 2,2025-06-23 09:52:00,1461.0,2026-03-03,1.0181,1435.0
BUENOS AIRES,PIGUE,"SBARBATI, FELICE Y MAGNO S.A.",AXION,Gas Oil Grado 3,2025-06-23 09:52:00,1610.0,2026-03-03,1.122,1435.0
BUENOS AIRES,PIGUE,"SBARBATI, FELICE Y MAGNO S.A.",AXION,Nafta (premium) de más de 95 Ron,2025-06-23 09:53:00,1644.0,2026-03-03,1.1456,1435.0
BUENOS AIRES,PIGUE,"SBARBATI, FELICE Y MAGNO S.A.",AXION,Nafta (súper) entre 92 y 95 Ron,2025-06-23 09:53:00,1384.0,2026-03-03,0.9645,1435.0
BUENOS AIRES,PIGUE,"SBARBATI, FELICE Y MAGNO SA",YPF,GNC,2025-02-18 16:39:00,759.0,2026-03-03,0.5289,1435.0
BUENOS AIRES,PIGUE,"SBARBATI, FELICE Y MAGNO SA",YPF,Gas Oil Grado 2,2025-06-01 00:00:00,1283.0,2026-03-03,0.8941,1435.0
BUENOS AIRES,PIGUE,"SBARBATI, FELICE Y MAGNO SA",YPF,Gas Oil Grado 3,2025-06-01 00:00:00,1420.0,2026-03-03,0.9895,1435.0
BUENOS AIRES,PIGUE,"SBARBATI, FELICE Y MAGNO SA",YPF,Nafta (premium) de más de 95 Ron,2025-06-01 00:00:00,1480.0,2026-03-03,1.0314,1435.0
BUENOS AIRES,PIGUE,"SBARBATI, FELICE Y MAGNO SA",YPF,Nafta (súper) entre 92 y 95 Ron,2025-06-01 00:00:00,1288.0,2026-03-03,0.8976,1435.0
BUENOS AIRES,PIGUE,SORBONA COMBUSTIBLES S.A.,SHELL C.A.P.S.A.,Gas Oil Grado 2,2025-06-01 14:00:00,1349.0,2026-03-03,0.9401,1435.0
BUENOS AIRES,PIGUE,SORBONA COMBUSTIBLES S.A.,SHELL C.A.P.S.A.,Gas Oil Grado 3,2025-06-01 14:00:00,1533.0,2026-03-03,1.0683,1435.0
BUENOS AIRES,PIGUE,SORBONA COMBUSTIBLES S.A.,SHELL C.A.P.S.A.,Nafta (premium) de más de 95 Ron,2025-06-01 14:00:00,1573.0,2026-03-03,1.0962,1435.0
BUENOS AIRES,PIGUE,SORBONA COMBUSTIBLES S.A.,SHELL C.A.P.S.A.,Nafta (súper) entre 92 y 95 Ron,2025-06-01 14:00:00,1352.0,2026-03-03,0.9422,1435.0
BUENOS AIRES,PILA,BARBERO HERMANOS S.A.,YPF,Gas Oil Grado 2,2025-06-01 00:00:00,1210.0,2026-03-03,0.8432,1435.0
BUENOS AIRES,PILA,BARBERO HERMANOS S.A.,YPF,Gas Oil Grado 3,2025-06-01 00:00:00,1375.0,2026-03-03,0.9582,1435.0
BUENOS AIRES,PILA,BARBERO HERMANOS S.A.,YPF,Nafta (premium) de más de 95 Ron,2025-06-01 00:00:00,1434.0,2026-03-03,0.9993,1435.0
BUENOS AIRES,PILA,BARBERO HERMANOS S.A.,YPF,Nafta (súper) entre 92 y 95 Ron,2025-06-01 00:00:00,1215.0,2026-03-03,0.8467,1435.0
BUENOS AIRES,PILAR,BUENOS AIRES PETROLEO S.A.,SHELL C.A.P.S.A.,GNC,2025-09-20 09:31:00,599.0,2026-03-03,0.4174,1435.0
BUENOS AIRES,PILAR,BUENOS AIRES PETROLEO S.A.,SHELL C.A.P.S.A.,Gas Oil Grado 2,2025-11-26 08:59:00,1687.0,2026-03-03,1.1756,1435.0
BUENOS AIRES,PILAR,BUENOS AIRES PETROLEO S.A.,SHELL C.A.P.S.A.,Gas Oil Grado 3,2025-11-26 08:59:00,1996.0,2026-03-03,1.3909,1435.0
BUENOS AIRES,PILAR,BUENOS AIRES PETROLEO S.A.,SHELL C.A.P.S.A.,Nafta (premium) de más de 95 Ron,2025-11-19 09:11:00,1999.0,2026-03-03,1.393,1435.0
BUENOS AIRES,PILAR,BUENOS AIRES PETROLEO S.A.,SHELL C.A.P.S.A.,Nafta (súper) entre 92 y 95 Ron,2025-11-26 09:01:00,1728.0,2026-03-03,1.2042,1435.0
BUENOS AIRES,PILAR,COMBUSTIBLES LA LONJA SRL,BLANCA,GNC,2025-01-03 08:26:00,559.0,2026-03-03,0.3895,1435.0
BUENOS AIRES,PILAR,COMBUSTIBLES LA LONJA SRL,BLANCA,Gas Oil Grado 2,2025-06-01 00:00:00,1230.0,2026-03-03,0.8571,1435.0
BUENOS AIRES,PILAR,COMBUSTIBLES LA LONJA SRL,BLANCA,Gas Oil Grado 3,2025-06-01 00:00:00,1413.0,2026-03-03,0.9847,1435.0
BUENOS AIRES,PILAR,COMBUSTIBLES LA LONJA SRL,BLANCA,Nafta (premium) de más de 95 Ron,2025-06-01 00:00:00,1475.0,2026-03-03,1.0279,1435.0
BUENOS AIRES,PILAR,COMBUSTIBLES LA LONJA SRL,BLANCA,Nafta (súper) entre 92 y 95 Ron,2025-06-01 00:00:00,1258.0,2026-03-03,0.8767,1435.0
BUENOS AIRES,PILAR,COMBUSTIBLES VEINTICINCO S.R.L.,YPF,GNC,2025-04-01 14:05:00,599.0,2026-03-03,0.4174,1435.0
BUENOS AIRES,PILAR,COMBUSTIBLES VEINTICINCO S.R.L.,YPF,Gas Oil Grado 2,2025-06-01 00:00:00,1230.0,2026-03-03,0.8571,1435.0
BUENOS AIRES,PILAR,COMBUSTIBLES VEINTICINCO S.R.L.,YPF,Gas Oil Grado 3,2025-06-01 00:00:00,1413.0,2026-03-03,0.9847,1435.0
BUENOS AIRES,PILAR,COMBUSTIBLES VEINTICINCO S.R.L.,YPF,Nafta (premium) de más de 95 Ron,2025-06-01 00:00:00,1475.0,2026-03-03,1.0279,1435.0
BUENOS AIRES,PILAR,COMBUSTIBLES VEINTICINCO S.R.L.,YPF,Nafta (súper) entre 92 y 95 Ron,2025-06-01 00:00:00,1258.0,2026-03-03,0.8767,1435.0
BUENOS AIRES,PILAR,COMPIL S.R.L.,AXION,GNC,2025-10-06 13:14:00,639.0,2026-03-03,0.4453,1435.0
BUENOS AIRES,PILAR,COMPIL S.R.L.,AXION,Gas Oil Grado 2,2026-02-21 08:20:00,1891.0,2026-03-03,1.3178,1435.0
BUENOS AIRES,PILAR,COMPIL S.R.L.,AXION,Gas Oil Grado 3,2026-02-06 11:33:00,2069.0,2026-03-03,1.4418,1435.0
BUENOS AIRES,PILAR,COMPIL S.R.L.,AXION,Nafta (premium) de más de 95 Ron,2026-02-21 08:20:00,2079.0,2026-03-03,1.4488,1435.0
BUENOS AIRES,PILAR,COMPIL S.R.L.,AXION,Nafta (súper) entre 92 y 95 Ron,2026-02-21 08:20:00,1779.0,2026-03-03,1.2397,1435.0
BUENOS AIRES,PILAR,DEHEZA S.A.I.C.F.I,SHELL C.A.P.S.A.,GNC,2026-01-29 22:00:00,619.0,2026-03-03,0.4314,1435.0
BUENOS AIRES,PILAR,DEHEZA S.A.I.C.F.I,SHELL C.A.P.S.A.,Gas Oil Grado 2,2026-03-01 00:01:00,1852.0,2026-03-03,1.2906,1435.0
BUENOS AIRES,PILAR,DEHEZA S.A.I.C.F.I,SHELL C.A.P.S.A.,Gas Oil Grado 3,2026-03-01 00:01:00,2185.0,2026-03-03,1.5226,1435.0
BUENOS AIRES,PILAR,DEHEZA S.A.I.C.F.I,SHELL C.A.P.S.A.,Nafta (premium) de más de 95 Ron,2026-02-26 00:00:00,2149.0,2026-03-03,1.4976,1435.0
BUENOS AIRES,PILAR,DEHEZA S.A.I.C.F.I,SHELL C.A.P.S.A.,Nafta (súper) entre 92 y 95 Ron,2026-03-03 00:00:00,1832.0,2026-03-03,1.2767,1435.0
BUENOS AIRES,PILAR,EMFACO S.A.,SHELL C.A.P.S.A.,Gas Oil Grado 2,2026-02-28 17:41:00,1852.0,2026-03-03,1.2906,1435.0
BUENOS AIRES,PILAR,EMFACO S.A.,SHELL C.A.P.S.A.,Gas Oil Grado 3,2026-02-28 17:41:00,2185.0,2026-03-03,1.5226,1435.0
BUENOS AIRES,PILAR,EMFACO S.A.,SHELL C.A.P.S.A.,Nafta (premium) de más de 95 Ron,2026-02-26 14:20:00,2149.0,2026-03-03,1.4976,1435.0
BUENOS AIRES,PILAR,EMFACO S.A.,SHELL C.A.P.S.A.,Nafta (súper) entre 92 y 95 Ron,2026-03-03 12:11:00,1832.0,2026-03-03,1.2767,1435.0
BUENOS AIRES,PILAR,ESTACION RUTA 8 Y PANAMERICANA SRL,AXION,GNC,2025-06-01 18:22:00,433.0,2026-03-03,0.3017,1435.0
BUENOS AIRES,PILAR,ESTACION RUTA 8 Y PANAMERICANA SRL,AXION,Gas Oil Grado 2,2025-09-01 18:23:00,1104.0,2026-03-03,0.7693,1435.0
BUENOS AIRES,PILAR,ESTACION RUTA 8 Y PANAMERICANA SRL,AXION,Gas Oil Grado 3,2025-09-01 18:23:00,1294.0,2026-03-03,0.9017,1435.0
BUENOS AIRES,PILAR,ESTACION RUTA 8 Y PANAMERICANA SRL,AXION,Nafta (premium) de más de 95 Ron,2025-09-01 18:24:00,1297.0,2026-03-03,0.9038,1435.0
BUENOS AIRES,PILAR,ESTACION RUTA 8 Y PANAMERICANA SRL,AXION,Nafta (súper) entre 92 y 95 Ron,2025-09-01 18:24:00,1044.0,2026-03-03,0.7275,1435.0
BUENOS AIRES,PILAR,GAS IMPULSO  S.A.,YPF,GNC,2025-10-08 14:00:00,639.0,2026-03-03,0.4453,1435.0
